id,Class,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation
4017,1,6306,153.9709599,53.70125731,0.937206401,6502,89.6049584,0.747510669,343.732,0.670693196,2.867176071
4018,1,6710,158.6921053,55.34722652,0.937207923,6865,92.43071646,0.459431702,355.633,0.666696657,2.86720971
4019,1,6484,155.340049,54.17421768,0.937217286,6609,90.86080127,0.482440476,348.286,0.671708486,2.867416562
4020,1,5767,147.3925294,51.40217103,0.937218248,5957,85.68997873,0.482351957,329.886,0.665935314,2.867437824
4021,1,6599,156.116453,54.44447938,0.937218492,6733,91.66301193,0.55800778,348.837,0.681463982,2.867443215
4022,1,5844,147.170469,51.32407347,0.937219905,5985,86.26014085,0.600801892,328.847,0.679097768,2.867474442
4023,1,6041,149.8482495,52.25748183,0.937220993,6207,87.70199593,0.718311534,339.655,0.658025427,2.867498476
4024,1,5243,139.6579035,48.7029073,0.937223215,5410,81.70431404,0.556759053,312.927,0.672827368,2.867547571
4025,1,5624,144.5945676,50.4226218,0.937227972,5840,84.62091467,0.517244551,333.803,0.634270781,2.867652702
4026,1,4209,125.4294738,43.73903642,0.937229118,4336,73.20563669,0.584583333,281.509,0.667427692,2.867678031
4027,1,6233,151.9947138,53.00262268,0.937229337,6405,89.08480276,0.488058883,345.904,0.654629877,2.867682884
4028,1,5998,149.4975615,52.12949473,0.937235153,6125,87.38930592,0.492446634,334.277,0.674533205,2.867811443
4029,1,4473,129.0740878,45.00768774,0.937235682,4572,75.46655209,0.500447527,288.153,0.676959164,2.867823128
4030,0,5794,112.6379423,68.23991075,0.795590973,5988,85.89033661,0.574345757,299.566,0.811340796,1.650616788
4031,1,5194,139.7902204,48.74125151,0.937243971,5392,81.32162194,0.529783762,314.557,0.659649292,2.868006381
4032,0,8262,133.7801054,80.76468493,0.797202328,8421,102.5646387,0.621810793,356.82,0.81544876,1.656418341
4033,0,6356,117.7587329,71.03545511,0.797568214,6562,89.95949392,0.632815611,308.446,0.839528545,1.657745879
4034,1,5887,148.2481021,51.69009084,0.937244489,6085,86.57690916,0.572331324,336.348,0.653922379,2.868017829
4035,1,6186,151.8618516,52.94988353,0.937245037,6319,88.74829477,0.660897436,339.903,0.672836874,2.868029947
4036,1,5605,144.8344678,50.49907013,0.93724649,5824,84.477853,0.532288699,324.565,0.66862423,2.868062074
4037,1,6197,151.7811025,52.92089617,0.937247077,6350,88.82716622,0.490851485,340.205,0.672837171,2.868075062
4038,1,7229,164.1596004,57.23578005,0.937249516,7444,95.93877563,0.731532079,369.915,0.663871774,2.868128997
4039,1,5548,143.5316989,50.04363473,0.937249606,5691,84.04720694,0.663874596,324.082,0.66379885,2.868130975
4040,1,5638,144.9549249,50.53747546,0.937255713,5793,84.72617396,0.596487516,326.482,0.664685877,2.868266045
4041,1,6989,161.2753357,56.22481372,0.937261834,7166,94.33276832,0.808912037,364.234,0.662009068,2.868401424
4042,1,6843,159.4146311,55.57468767,0.937265184,7100,93.34226376,0.541290935,364.964,0.645589337,2.86847552
4043,1,5764,146.0403325,50.91190039,0.937265887,5923,85.66768782,0.588283323,331.577,0.658817369,2.868491088
4044,1,7049,162.4866897,56.64458431,0.937267647,7235,94.73682257,0.782700422,362.53,0.673983823,2.868530005
4045,1,6108,150.9775614,52.62951204,0.937274712,6268,88.18700097,0.618844985,338.39,0.67030715,2.868686323
4046,1,6492,155.0108914,54.03530071,0.937275183,6621,90.91683631,0.832307692,346.718,0.678633974,2.868696747
4047,0,6755,121.5511686,73.17618341,0.798481325,6926,92.74013761,0.659153006,321.396,0.821777569,1.661075543
4048,1,5590,143.8553033,50.14434117,0.937280946,5713,84.36473822,0.771886219,320.948,0.681949672,2.868824278
4049,1,5958,148.5547456,51.78164202,0.937282965,6135,87.09742366,0.680136986,336.406,0.661580806,2.868868963
4050,1,6176,152.4858428,53.15183645,0.937283126,6365,88.67653257,0.592138063,347.182,0.64387676,2.868872517
4051,1,5732,146.0338974,50.90277405,0.937283417,5852,85.42955619,0.760212202,326.746,0.67467635,2.868878959
4052,1,6517,156.0947328,54.40955801,0.937283663,6820,91.09172363,0.486706497,363.99,0.618128375,2.868884412
4053,1,6025,149.7425545,52.19450778,0.937285866,6162,87.58577657,0.759007307,334.726,0.675753058,2.868933166
4054,1,5591,144.1244703,50.23582912,0.937286976,5779,84.37228392,0.635052249,328.011,0.653014072,2.868957731
4055,1,6751,158.8422371,55.36026168,0.937300021,6951,92.71267533,0.711680371,358.867,0.65873528,2.869246501
4056,1,5645,145.314766,50.64529903,0.937300841,5785,84.77875459,0.475288373,326.199,0.666666388,2.869264645
4057,1,6363,153.6467287,53.54908131,0.937301045,6478,90.00901745,0.490972222,340.975,0.687743843,2.869269182
4058,1,5954,149.133007,51.97400239,0.937305915,6099,87.06818161,0.497410192,334.68,0.667973408,2.869376998
4059,1,5223,139.2698173,48.53559278,0.937308616,5326,81.5483301,0.515851852,310.589,0.680389729,2.869436826
4060,1,6664,157.0954626,54.74763126,0.937309106,6808,92.11334499,0.755898367,351.87,0.676363823,2.869447664
4061,1,5469,142.7895677,49.76096213,0.937311911,5594,83.44667201,0.481087263,321.814,0.663602358,2.869509783
4062,1,4712,131.5760581,45.85189397,0.937315456,4834,77.45646994,0.603174603,294.84,0.681149341,2.869588291
4063,1,7049,162.3956833,56.58949327,0.937321149,7244,94.73682257,0.528014981,365.452,0.66324913,2.869714393
4064,1,6079,150.6052863,52.48082478,0.937321414,6208,87.9774016,0.720602181,339.887,0.661260985,2.869720263
4065,1,5485,142.7054441,49.72481722,0.9373297,5564,83.56864785,0.833586626,317.855,0.682226211,2.869903845
4066,1,6240,152.0116364,52.96665404,0.937331773,6355,89.13481227,0.539279233,336.11,0.69411525,2.869949767
4067,1,6275,152.4190054,53.10687872,0.937335963,6396,89.38444016,0.589201878,341.889,0.674610876,2.870042622
4068,1,6685,157.1436388,54.75232706,0.937337716,6826,92.25836741,0.62313572,352.003,0.677982597,2.87008146
4069,1,6763,158.7020387,55.29452706,0.937339546,6962,92.7950378,0.487528835,357.83,0.663736582,2.870122001
4070,1,5778,146.0290755,50.87762951,0.937343157,5866,85.77166251,0.499654099,322.378,0.698645085,2.87020203
4071,1,6457,155.5649909,54.19884299,0.937345955,6651,90.67142736,0.520390071,347.597,0.671565862,2.870264055
4072,1,4770,134.2407275,46.7685605,0.937348472,4910,77.93171773,0.483969156,302.304,0.655904266,2.870319849
4073,1,6595,156.1397733,54.3967642,0.937351508,6780,91.63522684,0.483150183,355.368,0.656248053,2.870387156
4074,1,5943,148.5074599,51.73772146,0.937351656,6113,86.98771531,0.53038822,334.885,0.665923289,2.870390417
4075,1,6674,157.8580254,54.99526136,0.937351782,6902,92.18243174,0.489834862,357.235,0.657185635,2.870393221
4076,1,4088,123.494576,43.02260768,0.937354691,4206,72.14570853,0.536764706,276.621,0.671352263,2.870457712
4077,1,5332,140.7103198,49.01860634,0.937358816,5467,82.39486181,0.772753623,317.243,0.665757256,2.870549172
4078,1,6441,157.231932,54.77350139,0.937360383,6735,90.55901892,0.485526911,355.637,0.63995478,2.870583914
4079,1,6408,154.8293231,53.93643198,0.937360608,6595,90.32673471,0.589241379,350.25,0.656411346,2.870588903
4080,1,7019,161.3098401,56.19332711,0.937362132,7175,94.53501132,0.599709501,361.828,0.673722053,2.870622695
4081,1,4458,129.0146824,44.94073147,0.937368954,4593,75.33990902,0.480284422,290.892,0.662043267,2.870773977
4082,1,5825,147.0235231,51.21096344,0.937376369,5939,86.1198023,0.655746932,326.308,0.687464618,2.870938432
4083,1,6787,159.08177,55.41082381,0.937376944,7029,92.95954384,0.526124031,366.263,0.635772321,2.87095118
4084,1,5582,144.7428511,50.41533687,0.937379519,5741,84.30434828,0.48004816,325.362,0.662622286,2.871008309
4085,1,6813,158.7108936,55.28023444,0.937380238,6986,93.13743081,0.499120879,368.192,0.631538101,2.871024249
4086,1,6511,155.6778295,54.21756442,0.937395108,6693,91.04978131,0.475776398,353.721,0.653936941,2.871354167
4087,1,6797,159.2780892,55.46934636,0.937399941,6965,93.02800216,0.500515464,356.332,0.67269389,2.87146144
4088,0,6457,118.8348701,71.5188764,0.798621139,6659,90.67142736,0.647318296,316.608,0.809462775,1.661587486
4089,1,5963,148.6380717,51.76086997,0.93740754,6096,87.13396241,0.785432034,332.568,0.677506952,2.87163009
4090,1,5725,146.8702531,51.14474111,0.937408839,5917,85.37737636,0.492854683,332.216,0.65184489,2.87165894
4091,1,6482,156.5509455,54.51541637,0.937409883,6655,90.84678711,0.561990636,350.152,0.664363353,2.871682103
4092,1,6786,159.8157062,55.6512739,0.937412261,7037,92.95269523,0.550588235,358.818,0.662331297,2.871734913
4093,1,6433,155.5867673,54.17821892,0.937413329,6571,90.50276234,0.683779762,346.942,0.671598411,2.871758623
4094,1,5166,138.2034673,48.12460859,0.93741446,5268,81.10212998,0.543789474,304.525,0.700032756,2.871783717
4095,1,6466,154.9057911,53.94033101,0.93741515,6634,90.73459592,0.666460524,347.396,0.673280346,2.871799046
4096,1,4645,131.0850287,45.64514434,0.937416479,4729,76.90382101,0.478767265,293.423,0.677965004,2.871828549
4097,1,6518,156.1388823,54.36888529,0.937417113,6664,91.09871213,0.530004879,349.342,0.671154669,2.871842627
4098,1,6248,152.5733855,53.1270977,0.937417725,6400,89.19193167,0.633221851,342.384,0.669767334,2.871856211
4099,1,6655,157.0972287,54.7011547,0.937420506,6792,92.05112259,0.607651571,351.681,0.676176561,2.871917961
4100,1,6195,152.222125,53.00274295,0.937422711,6441,88.81283117,0.481127679,354.035,0.621096065,2.871966931
4101,1,5395,141.7947021,49.37074546,0.937425953,5526,82.88019874,0.783587509,315.216,0.682314822,2.872038912
4102,1,6147,151.3926916,52.71166067,0.937428302,6335,88.46809301,0.49389362,353.521,0.618077086,2.872091101
4103,1,5630,144.4478913,50.29133154,0.937434216,5777,84.66604182,0.499113475,322.945,0.678361402,2.872222446
4104,1,6623,156.7467169,54.56950444,0.937443258,6825,91.82954592,0.581168831,355.262,0.659427579,2.872423316
4105,1,5156,138.3895588,48.1776209,0.937446096,5286,81.0235959,0.541312336,311.53,0.667610291,2.872486357
4106,1,6509,155.8208284,54.24546178,0.937447323,6759,91.03579624,0.488957332,365.555,0.612094784,2.872513631
4107,1,6958,160.6271962,55.91745509,0.937450176,7106,94.12332735,0.479399201,359.189,0.67771677,2.872577014
4108,1,6747,158.5753265,55.20297082,0.937450617,6933,92.68520491,0.718224399,365.326,0.635271556,2.872586822
4109,1,5204,138.4602206,48.19970204,0.93745285,5302,81.39986849,0.501155624,307.819,0.690170363,2.872636442
4110,1,5900,148.2315237,51.59928441,0.93745768,6148,86.67244841,0.639219935,341.277,0.636572444,2.872743788
4111,1,6354,153.5091931,53.43585363,0.937459092,6584,89.94533933,0.686103013,358.777,0.62030872,2.872775163
4112,1,5363,141.5239663,49.26312307,0.937461,5549,82.63403463,0.495244252,320.863,0.654603588,2.872817585
4113,1,5291,140.8654266,49.03385251,0.937461104,5420,82.07746604,0.492736078,317.338,0.660242482,2.872819886
4114,1,5623,144.8253276,50.41155876,0.937462888,5748,84.61339114,0.793200734,324.686,0.670271605,2.872859542
4115,0,7167,124.5260585,74.9011968,0.798880221,7376,95.52647705,0.621272538,330.205,0.825999869,1.662537634
4116,0,6713,120.9223482,72.71525455,0.798994429,7013,92.45137675,0.670964518,322.57,0.810734329,1.662957091
4117,1,5991,149.2805702,51.96217395,0.937463358,6149,87.33829694,0.809594595,335.073,0.670548686,2.87286999
4118,1,5285,140.0617589,48.75324997,0.937463368,5399,82.03091487,0.496710526,312.775,0.678876523,2.872870199
4119,0,6074,115.8811194,69.66971876,0.799085674,6367,87.94121329,0.692193732,313.323,0.777499466,1.663292482
4120,1,5322,141.9498394,49.4100189,0.937464523,5527,82.31756105,0.571275225,323.232,0.640112098,2.872895872
4121,1,6668,157.4550013,54.80687118,0.937464988,6815,92.14098591,0.502638324,354.876,0.665353118,2.872906223
4122,1,6303,153.6953008,53.49726048,0.937467249,6470,89.58364165,0.522203811,343.776,0.67020253,2.872956473
4123,1,7191,163.129568,56.77758912,0.937475191,7299,95.68628724,0.827122153,363.242,0.684868255,2.873133054
4124,1,7024,162.0149406,56.38835842,0.93747813,7246,94.56867643,0.688290054,367.344,0.654106501,2.87319839
4125,1,5868,147.7336438,51.41285203,0.937490654,6007,86.43708491,0.562715765,330.526,0.674976595,2.873476921
4126,1,6318,153.2774343,53.3419867,0.937491047,6485,89.69017473,0.642464918,345.768,0.664079219,2.873485668
4127,1,6792,159.6423264,55.55685324,0.937491456,7014,92.9937793,0.603840683,363.416,0.646248359,2.873494755
4128,1,5992,148.9271681,51.82768915,0.937491954,6121,87.34558576,0.724984876,333.279,0.677900212,2.873505852
4129,1,5861,148.5057989,51.6795824,0.937495622,6119,86.38551367,0.546480187,340.624,0.63479149,2.873587441
4130,0,6588,120.4054185,71.86718906,0.802332975,6712,91.58658265,0.860164512,315.844,0.82988553,1.675387894
4131,1,5146,138.7058508,48.26855913,0.937497415,5303,80.94498562,0.497053994,306.256,0.689462158,2.873627332
4132,1,6854,159.931843,55.65239965,0.937503542,7044,93.41725665,0.534175045,363.17,0.653031352,2.873763647
4133,1,5298,140.6333973,48.93689745,0.937503837,5394,82.13174239,0.521251476,312.872,0.680124503,2.873770195
4134,1,6910,160.8459414,55.97013894,0.937504338,7105,93.79810901,0.49480845,358.011,0.677477958,2.87378135
4135,1,5598,144.3945277,50.24537243,0.937504619,5763,84.42508497,0.679781421,321.626,0.680049396,2.873787589
4136,1,6659,157.0965801,54.66482831,0.937505831,6855,92.07878218,0.603936151,354.658,0.665272172,2.873814572
4137,1,5828,147.1254166,51.19447627,0.937507573,5939,86.14197622,0.820267417,326.257,0.688033731,2.873853339
4138,1,6694,158.6522978,55.20320539,0.937512768,6915,92.32045013,0.629135338,356.808,0.66073362,2.873968942
4139,1,6154,151.1192274,52.58184188,0.937513321,6259,88.51845095,0.473566756,337.893,0.677343498,2.873981246
4140,1,4208,125.8083139,43.77425784,0.93751529,4353,73.19693986,0.476287493,282.051,0.664707084,2.874025059
4141,1,6646,158.1173517,55.01359046,0.937520936,6835,91.9888581,0.698622937,352.176,0.673365231,2.874150739
4142,1,5859,147.9336789,51.47027331,0.937521246,5982,86.37077337,0.841810345,334.859,0.656612899,2.874157632
4143,1,6127,151.4897516,52.7067356,0.937523194,6335,88.32405499,0.511222361,342.643,0.655803933,2.87420099
4144,1,6597,157.0662316,54.64670926,0.937523692,6782,91.64912044,0.598367347,357.032,0.65034239,2.874212075
4145,1,6283,153.4516373,53.3875401,0.937527499,6474,89.44140014,0.511561635,348.507,0.650060702,2.874296831
4146,1,5843,147.9493021,51.47004168,0.937535461,5994,86.2527603,0.493746831,331.547,0.667967827,2.874474106
4147,1,6538,156.2005733,54.34057118,0.937535468,6663,91.23836991,0.47760976,350.678,0.668094257,2.874474262
4148,1,6370,154.4902422,53.74494889,0.937536947,6509,90.05851376,0.790714995,345.428,0.670863587,2.874507193
4149,1,5827,147.7786838,51.40948967,0.937538463,6016,86.13458555,0.603458989,335.066,0.652220072,2.87454096
4150,1,3176,110.3203306,38.37697087,0.937543326,3332,63.59094899,0.456321839,243.926,0.670770832,2.874649253
4151,1,5607,144.3582892,50.21661821,0.93754612,5781,84.49292353,0.468421053,323.775,0.672130798,2.874711486
4152,1,6360,153.8231369,53.50837259,0.937547801,6511,89.98779642,0.809984717,344.294,0.674229998,2.87474893
4153,1,5283,140.5791622,48.90127913,0.937548042,5487,82.01539194,0.489166667,323.276,0.635248352,2.874754296
4154,1,6813,159.4111135,55.45190374,0.937548459,7031,93.13743081,0.683624323,355.865,0.676048261,2.874763584
4155,1,6629,157.5920367,54.81897055,0.937548833,6827,91.87113226,0.549258431,356.098,0.656929575,2.87477191
4156,1,6468,154.6218661,53.78536118,0.937549852,6621,90.7486274,0.500309406,344.258,0.6858226,2.874794605
4157,1,5252,140.4924338,48.87038767,0.93754995,5404,81.77440974,0.486296296,312.98,0.673754081,2.874796795
4158,1,5740,146.4593282,50.9458455,0.937550281,5840,85.48915128,0.479211889,326.976,0.674667831,2.874804152
4159,1,5770,146.9067885,51.09995481,0.937554169,5933,85.71226384,0.584955393,333.189,0.65313712,2.874890772
4160,1,7283,164.3003764,57.14875465,0.937557271,7436,96.29643609,0.47813813,378.119,0.640122618,2.874959873
4161,1,6533,156.6894395,54.49927932,0.937562375,6709,91.20347551,0.48608631,350.454,0.668436997,2.875073606
4162,1,6738,158.5615568,55.14936206,0.937564883,6917,92.62336667,0.733986928,353.069,0.679237564,2.875129482
4163,0,7493,128.5983865,76.72481985,0.802521274,7682,97.67488883,0.70528991,339.151,0.818614424,1.676098904
4164,1,4303,126.199645,43.89335018,0.937565476,4408,74.01857713,0.728827913,281.988,0.680017291,2.875142691
4165,1,6175,151.1802832,52.58057199,0.937568579,6328,88.66935315,0.472528313,342.755,0.660509743,2.875211842
4166,1,5459,142.9467636,49.71641108,0.937569978,5628,83.3703465,0.748525984,325.58,0.647153822,2.875243014
4167,1,5416,142.6108288,49.59786365,0.937574427,5585,83.04134738,0.577398721,320.932,0.660788498,2.875342169
4168,1,4775,134.9770657,46.94277563,0.937574927,4941,77.97255175,0.732699095,306.698,0.637912852,2.875353319
4169,1,6651,157.7288394,54.85537351,0.937575139,6781,92.02345468,0.484484266,353.894,0.667345003,2.875358042
4170,1,4893,136.185122,47.3624343,0.937576243,5125,78.93010257,0.568292683,305.823,0.657422845,2.875382653
4171,1,5391,142.0155834,49.38970312,0.937577413,5505,82.84946823,0.470994234,319.574,0.663340202,2.875408728
4172,1,6583,157.5708611,54.79617053,0.937585169,6883,91.55182097,0.573781923,359.67,0.639477531,2.875581625
4173,1,6568,156.6249145,54.46646998,0.937586927,6765,91.44745666,0.495025626,351.669,0.667382532,2.87562081
4174,1,6124,151.2192816,52.58653577,0.937587221,6271,88.30242903,0.474875931,340.497,0.663771294,2.87562737
4175,1,6354,154.1300701,53.59868981,0.937587397,6530,89.94533933,0.472767857,348.809,0.656268728,2.875631301
4176,0,7936,131.937032,78.61237915,0.803108687,8081,100.520789,0.575072464,343.824,0.843605002,1.678323864
4177,1,7016,160.9594596,55.97333926,0.937588017,7204,94.51480649,0.628167249,363.466,0.667377962,2.875645115
4178,1,5080,137.8488876,47.93412615,0.937594895,5215,80.42423072,0.723646724,309.8,0.665136452,2.875798489
4179,1,6230,152.1593111,52.90926434,0.937597378,6415,89.06336151,0.78890718,340.738,0.674305607,2.875853842
4180,1,6583,156.3516127,54.36525507,0.937601572,6736,91.55182097,0.536643026,349.772,0.676182051,2.875947377
4181,1,5656,145.9768203,50.75654889,0.937604802,5868,84.86131548,0.611723989,328.011,0.6606059,2.87601942
4182,1,5813,147.4795873,51.27902616,0.9376049,5983,86.03104947,0.790884354,333.122,0.658269232,2.876021609
4183,1,6459,155.5822216,54.09585257,0.937606044,6614,90.68546862,0.468247064,351.987,0.655121573,2.876047132
4184,1,6785,158.7090555,55.1828919,0.937606416,6986,92.94584612,0.480353982,358.023,0.665177976,2.876055422
4185,1,6478,157.4922911,54.75745154,0.937612004,6772,90.81875231,0.473780443,351.53,0.658758178,2.876180076
4186,1,6877,159.9383416,55.60723174,0.937613559,7006,93.57386574,0.479634538,360.826,0.663763307,2.876214776
4187,1,6399,154.8740575,53.84388122,0.937619795,6617,90.26328072,0.674573055,352.979,0.64539298,2.876353897
4188,1,6996,162.2267487,56.39951857,0.937621204,7226,94.37999711,0.757634828,368.865,0.646137232,2.876385346
4189,1,4684,132.198642,45.95959791,0.937622304,4809,77.22599321,0.477471967,297.755,0.663909105,2.876409891
4190,1,5831,147.3446322,51.22442262,0.937624226,5964,86.16414443,0.5359375,331.404,0.667171389,2.876452768
4191,1,5187,138.7437168,48.23397462,0.937625124,5304,81.26680453,0.523622047,314.832,0.65760995,2.876472816
4192,1,6255,152.8541431,53.13863023,0.937627079,6411,89.24188116,0.728681268,342.583,0.669738957,2.876516434
4193,1,4714,133.0587435,46.25566566,0.937630528,4865,77.47290632,0.649311295,300.265,0.657037289,2.87659342
4194,1,6389,154.0025368,53.5321002,0.937640947,6581,90.19272394,0.56489832,347.737,0.663958517,2.876825984
4195,1,4688,131.8500976,45.83121852,0.937642567,4812,77.25896055,0.469551282,298.144,0.66274326,2.876862145
4196,1,5324,140.826123,48.95080682,0.937643848,5484,82.33302701,0.602262443,319.056,0.657225005,2.876890743
4197,1,5945,148.9457912,51.77014492,0.937651409,6069,87.00235108,0.546415441,333.214,0.672845331,2.877059575
4198,1,5257,140.0056818,48.66130514,0.937655282,5360,81.81332585,0.538627049,306.75,0.702067224,2.877146049
4199,1,6696,157.5912624,54.77252369,0.937657499,6871,92.33424062,0.749664129,354.947,0.667879771,2.877195568
4200,1,4648,132.1049716,45.91316543,0.93766122,4815,76.92865139,0.503357158,299.779,0.649940455,2.877278671
